date,product_id,sales_volume,raw_material_price,fuel_price,exchange_rate,market_demand_index,production_capacity,month,is_holiday,season,sales_lag_1,sales_lag_3,sales_lag_6
2007-11-30,Aluminium,177,,55.753701684058754,63.066379926755985,54,1875,11,0,fall,160.0,77.0,52.0
2007-12-31,Aluminium,166,118.53720371062848,49.84457349558351,82.09332706874169,90,1713,12,1,fall,177.0,121.0,52.0
2008-01-31,Aluminium,178,137.11184691567473,39.36319384211434,87.62525647852117,89,1898,1,1,winter,166.0,160.0,28.0
2008-02-29,Aluminium,152,133.02319109715938,56.13025361055486,63.428019001670634,75,1574,2,0,winter,178.0,177.0,77.0
2008-03-31,Aluminium,152,106.17743527118458,42.86116880289937,73.57318548398081,73,1524,3,0,winter,152.0,166.0,121.0
2008-04-30,Aluminium,186,132.439656603687,44.71555104202963,66.60291642243291,98,1954,4,0,spring,152.0,178.0,160.0
2008-05-31,Aluminium,136,76.82797344629151,69.89059881460815,75.06585030993728,81,1640,5,1,spring,186.0,152.0,177.0
2008-06-30,Aluminium,115,86.41117123856057,41.67407022322833,61.09649003544285,65,1923,6,0,spring,136.0,152.0,166.0
2008-07-31,Aluminium,115,112.75647130057976,51.83807819356551,74.91035846463747,53,1884,7,0,summer,115.0,186.0,178.0
2008-08-31,Aluminium,151,91.65957385148431,57.539984013365554,72.2620251329429,77,1787,8,0,summer,115.0,136.0,152.0
2008-09-30,Aluminium,154,88.48598372704572,58.516246025955496,60.59131613263092,96,1728,9,0,summer,151.0,115.0,152.0
2008-10-31,Aluminium,149,134.4251973886324,69.6055073684405,78.0959220653094,92,1899,10,0,fall,154.0,115.0,186.0
2008-11-30,Aluminium,121,141.7068654816896,35.45506732287576,62.56525592563404,70,1646,11,0,fall,149.0,151.0,136.0
2008-12-31,Aluminium,72,,63.61052466084543,70.25452055093628,52,1970,12,1,fall,121.0,154.0,115.0
2009-01-31,Aluminium,107,104.89012233082533,45.30630158396712,88.4535992088647,93,1779,1,1,winter,72.0,149.0,115.0
2009-02-28,Aluminium,65,84.56857110572666,51.96724285026212,75.37372967645764,89,1949,2,0,winter,107.0,121.0,151.0
2009-03-31,Aluminium,51,80.58209689002643,66.52003054327349,80.73665572828963,60,1825,3,0,winter,65.0,72.0,154.0
2009-04-30,Aluminium,76,,49.183683080969104,74.92394681939672,72,1616,4,0,spring,51.0,107.0,149.0
2009-05-31,Aluminium,78,128.57476627672497,43.775573119655924,78.99294190072342,56,1893,5,1,spring,76.0,65.0,121.0
2009-06-30,Aluminium,92,103.76288476405499,47.38549817964373,88.75881531939662,85,1870,6,0,spring,78.0,51.0,72.0
2009-07-31,Aluminium,139,127.52367241473964,45.39926004681112,76.99213920890692,96,1651,7,0,summer,92.0,76.0,107.0
2009-08-31,Aluminium,169,113.18742231265547,40.67048572620546,85.2458898093013,94,1990,8,0,summer,139.0,78.0,65.0
2009-09-30,Aluminium,160,128.25510049628826,52.342196067216946,,74,1538,9,0,summer,169.0,92.0,51.0
2009-10-31,Aluminium,153,91.771610978397,55.65807334041805,70.8292169082008,98,1944,10,0,fall,160.0,139.0,76.0
2009-11-30,Aluminium,123,113.35207579026866,65.55310425567428,81.96674659228684,66,1714,11,0,fall,153.0,169.0,78.0
2009-12-31,Aluminium,98,121.73319352937307,59.261132400992366,61.5478741997613,96,1787,12,1,fall,123.0,160.0,92.0
2010-01-31,Aluminium,56,143.23906380704335,36.18810925050296,80.9226080174052,97,1827,1,1,winter,98.0,153.0,139.0
2010-02-28,Aluminium,22,137.5639518828056,46.16851656351395,84.86746422452032,63,1658,2,0,winter,56.0,123.0,169.0
2010-03-31,Aluminium,10,125.70310207025118,46.89562373188232,81.74300314586284,64,1875,3,0,winter,22.0,98.0,160.0
2010-04-30,Aluminium,14,140.87821985889497,,66.98878424260901,84,1669,4,0,spring,10.0,56.0,153.0
2010-05-31,Aluminium,0,,62.95741325207829,89.93802331600013,98,1976,5,1,spring,14.0,22.0,123.0
2010-06-30,Aluminium,0,,49.621837375856686,72.6407100683121,50,1977,6,0,spring,0.0,10.0,98.0
2010-07-31,Aluminium,2,127.24426521873936,55.618798706481314,68.31796937090321,95,1962,7,0,summer,0.0,14.0,56.0
2010-08-31,Aluminium,21,146.513255804754,62.92962627501842,67.7694795480544,88,1939,8,0,summer,2.0,0.0,22.0
2010-09-30,Aluminium,63,129.46822583148992,37.27452433190129,72.04740709276463,94,1865,9,0,summer,21.0,0.0,10.0
2010-10-31,Aluminium,99,136.09645566351728,63.02693904954563,78.89333768988459,98,1508,10,0,fall,63.0,2.0,14.0
2010-11-30,Aluminium,80,130.6590780563273,59.360721631882726,64.61687719019565,84,1985,11,0,fall,99.0,21.0,0.0
2010-12-31,Aluminium,96,116.40689662702489,38.20203930892142,86.3238258789114,77,1528,12,1,fall,80.0,63.0,0.0
2011-01-31,Aluminium,143,96.32410922958968,67.60563209116464,82.05637963570358,73,1623,1,1,winter,96.0,99.0,2.0
2011-02-28,Aluminium,120,112.60820155206096,68.67426904072174,63.284065801633616,54,1960,2,0,winter,143.0,80.0,21.0
2011-03-31,Aluminium,109,142.5210975555664,54.99616296718509,79.86336030319694,76,1960,3,0,winter,120.0,96.0,63.0
2011-04-30,Aluminium,71,89.62284258042676,40.50692308958841,64.81200315990216,92,1544,4,0,spring,109.0,143.0,99.0
2011-05-31,Aluminium,51,85.13772318280047,65.85729964696226,88.83945864554723,72,1925,5,1,spring,71.0,120.0,80.0
2011-06-30,Aluminium,12,70.08960891840876,54.4663607263915,82.69907411354804,88,1949,6,0,spring,51.0,109.0,96.0
2011-07-31,Aluminium,0,79.26750854242061,,60.27217213958175,97,1825,7,0,summer,12.0,71.0,143.0
2011-08-31,Aluminium,0,101.37209691561573,41.282406319834166,82.61096502151557,53,1903,8,0,summer,0.0,51.0,120.0
2011-09-30,Aluminium,0,,59.80002016109203,74.20721665305265,75,1619,9,0,summer,0.0,12.0,109.0
2011-10-31,Aluminium,25,,57.66507751906677,77.83187577685636,56,1528,10,0,fall,0.0,0.0,71.0
2011-11-30,Aluminium,72,90.20069997507058,35.03603179459717,64.7681484983027,78,1503,11,0,fall,25.0,0.0,51.0
2011-12-31,Aluminium,68,136.0736612639917,45.443105084649744,85.19841494017416,63,1583,12,1,fall,72.0,0.0,12.0
2012-01-31,Aluminium,76,104.58678408340816,68.02655720586597,72.59181950778367,69,1761,1,1,winter,68.0,25.0,0.0
2012-02-29,Aluminium,89,141.52793629433074,43.048411206188014,66.3931411207525,98,1780,2,0,winter,76.0,72.0,0.0
2012-03-31,Aluminium,91,147.45547423317774,41.49339304960924,,57,1578,3,0,winter,89.0,68.0,0.0
2012-04-30,Aluminium,43,80.49959021459101,,87.6254354344706,69,1545,4,0,spring,91.0,76.0,25.0
2012-05-31,Aluminium,52,124.84522297831771,50.06070632148119,66.01574180101011,71,1616,5,1,spring,43.0,89.0,72.0
2012-06-30,Aluminium,96,107.1678877308648,58.815981922576384,71.86635251639906,87,1531,6,0,spring,52.0,91.0,68.0
2012-07-31,Aluminium,62,73.16950602786858,,63.147905352545244,61,1876,7,0,summer,96.0,43.0,76.0
2012-08-31,Aluminium,108,126.19719764352831,54.587703922041996,60.29312542257551,51,1724,8,0,summer,62.0,52.0,89.0
2012-09-30,Aluminium,147,98.62410807426171,46.273314577676736,89.32399158944358,95,1621,9,0,summer,108.0,96.0,91.0
2012-10-31,Aluminium,105,146.12399794842617,39.34769883548208,86.88663908055115,55,1572,10,0,fall,147.0,62.0,43.0
2012-11-30,Aluminium,61,145.7880370104831,56.88566310748817,83.50268177824844,60,1583,11,0,fall,105.0,108.0,52.0
2012-12-31,Aluminium,85,121.48621561572199,53.42409313276396,81.94768565265996,67,1511,12,1,fall,61.0,147.0,96.0
2013-01-31,Aluminium,127,96.32139502517298,,82.32837196784867,81,1806,1,1,winter,85.0,105.0,62.0
2013-02-28,Aluminium,150,149.70671328453935,69.11776067513742,79.50977059040811,84,1944,2,0,winter,127.0,61.0,108.0
2013-03-31,Aluminium,123,83.93546692626029,68.62731930204419,72.47722098440822,69,1792,3,0,winter,150.0,85.0,147.0
2013-04-30,Aluminium,170,113.46404186906307,52.989855373305375,77.64175134270238,85,1565,4,0,spring,123.0,127.0,105.0
2013-05-31,Aluminium,137,92.7083622886916,47.5702860383181,71.51541455603389,89,1520,5,1,spring,170.0,150.0,61.0
2013-06-30,Aluminium,123,120.60324265810449,48.049702301612705,75.37845615617415,54,1921,6,0,spring,137.0,123.0,85.0
2013-07-31,Aluminium,142,117.43347198654254,55.27952147702253,79.8786383702496,66,1878,7,0,summer,123.0,170.0,127.0
2013-08-31,Aluminium,136,96.01520513797558,62.071559399031024,63.92620982155049,72,1802,8,0,summer,142.0,137.0,150.0
2013-09-30,Aluminium,86,111.58191588448142,46.795111175095016,84.86650097647828,54,1775,9,0,summer,136.0,123.0,123.0
2013-10-31,Aluminium,111,83.4095373030654,36.283499942674005,82.09206045196922,86,1804,10,0,fall,86.0,142.0,170.0
2013-11-30,Aluminium,62,86.46729680294146,38.91718667892047,68.0924883455097,58,1792,11,0,fall,111.0,136.0,137.0
2013-12-31,Aluminium,62,84.40083499781788,38.09944544781345,63.09926871372047,63,1511,12,1,fall,62.0,86.0,123.0
2014-01-31,Aluminium,50,71.39038321483837,46.30957299745975,89.19293244211039,80,1683,1,1,winter,62.0,111.0,142.0
2014-02-28,Aluminium,49,80.0593209445319,39.64501288367471,64.30627086118179,91,1879,2,0,winter,50.0,62.0,136.0
2014-03-31,Aluminium,45,82.49310758337391,43.20964526671901,88.90040498461197,83,1692,3,0,winter,49.0,62.0,86.0
2014-04-30,Aluminium,70,89.53178323378994,64.0807016969597,85.9382650786511,76,1827,4,0,spring,45.0,50.0,111.0
2014-05-31,Aluminium,109,122.71083761861257,48.78525419789555,79.53698931124477,77,1949,5,1,spring,70.0,49.0,62.0
2014-06-30,Aluminium,89,149.46695498869028,61.334971691545036,62.71445085861152,90,1958,6,0,spring,109.0,45.0,62.0
2014-07-31,Aluminium,61,105.05378771295901,66.54814773559555,86.33673477123983,68,1864,7,0,summer,89.0,70.0,50.0
2014-08-31,Aluminium,25,96.27049823080648,57.05730619152005,78.29495416496084,70,1902,8,0,summer,61.0,109.0,49.0
2014-09-30,Aluminium,52,88.18157018105211,37.561857331895524,78.10345780144134,59,1949,9,0,summer,25.0,89.0,45.0
2014-10-31,Aluminium,26,137.77338890980593,66.99827805830145,84.41298864958759,61,1632,10,0,fall,52.0,61.0,70.0
2014-11-30,Aluminium,18,101.54922590546802,,82.40627148407468,94,1520,11,0,fall,26.0,25.0,109.0
2014-12-31,Aluminium,35,146.3728024026646,57.91425785009719,71.40223526811616,70,1640,12,1,fall,18.0,52.0,89.0
2015-01-31,Aluminium,19,92.78983215695382,45.75514877242003,84.0907769349799,57,1643,1,1,winter,35.0,26.0,61.0
2015-02-28,Aluminium,63,103.08392812202811,39.266013266793166,65.43448048604041,93,1573,2,0,winter,19.0,18.0,25.0
2015-03-31,Aluminium,19,,67.1213371209982,72.73582275589085,50,1671,3,0,winter,63.0,35.0,52.0
2015-04-30,Aluminium,0,121.0388164634638,53.0311309616806,77.80615707369441,58,1770,4,0,spring,19.0,19.0,26.0
2015-05-31,Aluminium,17,131.59557602013433,54.48229702778511,67.66934993427817,99,1651,5,1,spring,0.0,63.0,18.0
2015-06-30,Aluminium,35,131.33249081603248,40.23963887849352,72.71834438739906,96,1548,6,0,spring,17.0,19.0,35.0
2015-07-31,Aluminium,16,71.89108688370692,57.46900251551431,78.21282108266342,60,1637,7,0,summer,35.0,0.0,19.0
2015-08-31,Aluminium,32,149.02284161719098,39.77539133948566,,91,1873,8,0,summer,16.0,17.0,63.0
2015-09-30,Aluminium,23,80.27154315633001,38.643837728445824,81.73016451386223,81,1666,9,0,summer,32.0,35.0,19.0
2015-10-31,Aluminium,13,85.34938597749944,46.31800467404322,66.79969206680964,88,1695,10,0,fall,23.0,16.0,0.0
2015-11-30,Aluminium,12,88.69696655283464,53.90041701115787,86.40237262684374,52,1799,11,0,fall,13.0,32.0,17.0
2015-12-31,Aluminium,0,122.9471351879503,54.52241960795087,81.91951530717739,57,1649,12,1,fall,12.0,23.0,35.0
2016-01-31,Aluminium,0,130.38702559526783,40.96672783608712,72.28433559015612,65,1511,1,1,winter,0.0,13.0,16.0
2016-02-29,Aluminium,0,100.60210241952066,39.194015070617624,89.22493885884046,69,1859,2,0,winter,0.0,12.0,32.0
2016-03-31,Aluminium,0,119.88685504022078,38.11935512406058,82.65811261490424,65,1959,3,0,winter,0.0,0.0,23.0
2016-04-30,Aluminium,40,91.04900559286743,47.60477426150317,62.62928240291516,58,1948,4,0,spring,0.0,0.0,13.0
2016-05-31,Aluminium,4,139.86693293790782,40.661747397323836,83.58827870271284,71,1815,5,1,spring,40.0,0.0,12.0
2016-06-30,Aluminium,0,113.17860950079543,56.97825184704226,80.22911419227145,63,1633,6,0,spring,4.0,0.0,0.0
2016-07-31,Aluminium,31,102.23841430121291,41.073358024527806,80.84853266707385,63,1775,7,0,summer,0.0,40.0,0.0
2016-08-31,Aluminium,60,95.09821529552768,56.22298305516814,64.1759407385259,95,1880,8,0,summer,31.0,4.0,0.0
2016-09-30,Aluminium,34,99.40275378332251,37.386030828492274,60.77435720848461,64,1567,9,0,summer,60.0,0.0,0.0
2016-10-31,Aluminium,43,94.94529064682077,52.71496519940854,73.1853506589873,55,1659,10,0,fall,34.0,31.0,40.0
2016-11-30,Aluminium,0,74.90797016885345,62.32665551239539,73.79401271307961,60,1677,11,0,fall,43.0,60.0,4.0
2016-12-31,Aluminium,0,83.65318068399988,37.61204350179786,83.48088122232448,65,1899,12,1,fall,0.0,34.0,0.0
2017-01-31,Aluminium,0,88.61164308501448,42.728092042497366,65.21257786986884,87,1730,1,1,winter,0.0,43.0,31.0
2017-02-28,Aluminium,35,112.04036975749119,51.85721962872018,,54,1682,2,0,winter,0.0,0.0,60.0
2017-03-31,Aluminium,0,,58.83411895333856,65.69084544524031,50,1512,3,0,winter,35.0,0.0,34.0
2017-04-30,Aluminium,9,75.16933438752689,36.492162325046145,71.14225702950422,60,1690,4,0,spring,0.0,0.0,43.0
2017-05-31,Aluminium,57,139.17283137123343,43.52172889417035,79.55131943732906,90,1720,5,1,spring,9.0,35.0,0.0
2017-06-30,Aluminium,47,80.65160033424776,38.57523353801383,79.76076438622331,50,1629,6,0,spring,57.0,0.0,0.0
2017-07-31,Aluminium,30,90.24467462406277,62.34096483254217,84.7539658778611,57,1942,7,0,summer,47.0,9.0,0.0
2017-08-31,Aluminium,44,,40.255915028596455,82.12301306164457,72,1600,8,0,summer,30.0,57.0,35.0
2017-09-30,Aluminium,0,75.76674687989387,37.49398547178405,60.36325425704662,69,1776,9,0,summer,44.0,47.0,0.0
2017-10-31,Aluminium,7,131.97228249449455,58.14797138746451,65.55586703602404,54,1760,10,0,fall,0.0,30.0,9.0
2017-11-30,Aluminium,0,76.60941307674149,53.013015530072906,,89,1908,11,0,fall,7.0,44.0,57.0
2017-12-31,Aluminium,11,119.20103744310933,62.11218232232258,79.31712760623392,99,1765,12,1,fall,0.0,0.0,47.0
2018-01-31,Aluminium,0,,67.21040134267926,75.62304425502639,83,1510,1,1,winter,11.0,7.0,30.0
2018-02-28,Aluminium,0,100.07943119530492,54.25321791603546,71.65958395889541,79,1967,2,0,winter,0.0,0.0,44.0
2018-03-31,Aluminium,0,149.39323203915762,58.50092272131251,69.50767432034834,98,1767,3,0,winter,0.0,11.0,0.0
2018-04-30,Aluminium,0,148.2717823040477,61.186716709264914,76.7343967653321,93,1723,4,0,spring,0.0,0.0,7.0
2018-05-31,Aluminium,34,113.16449763964042,60.47815118557601,63.23831143939393,64,1935,5,1,spring,0.0,0.0,0.0
2018-06-30,Aluminium,80,97.39069088268371,49.46957572533415,82.74555033229612,52,1690,6,0,spring,34.0,0.0,11.0
2018-07-31,Aluminium,87,120.90330831833984,61.63925379651053,64.80214904863719,65,1571,7,0,summer,80.0,0.0,0.0
